Id,SalePrice
842,136817.64651647798
845,214053.64651647798
852,215500.64651647798
857,146511.49009205218
858,145174.64651647798
859,146120.64651647798
860,129326.64651647798
861,124914.47113902813
864,240099.64651647798
868,185196.64651647798
869,196556.64651647798
872,283189.646516478
873,229503.64651647798
885,108642.26080997665
890,94021.47113902813
895,71264.47113902813
899,31769.54637068609
906,89431.646516478
918,160515.47113902814
923,151706.47113902814
925,142015.64651647798
927,140238.47113902814
932,190335.64651647798
933,115630.49009205218
934,145753.49009205218
942,82526.17961720879
947,254825.64651647798
948,287161.646516478
951,155675.47113902814
957,403961.646516478
958,336573.646516478
959,229839.22183108144
963,190014.64651647798
967,219128.64651647798
968,363181.646516478
971,154521.49009205218
972,179919.64651647798
976,90970.646516478
978,70590.646516478
979,99174.54637068609
984,132319.37099323623
986,186971.47113902814
991,220291.64651647798
996,219424.64651647798
1001,250512.64651647798
1007,200763.64651647798
1008,172892.49009205218
1009,193259.64651647798
1014,132118.64651647798
1022,210525.64651647798
1024,198144.47113902814
1027,139353.64651647798
1030,158236.49009205218
1032,156899.47113902814
1035,170341.64651647798
1042,98445.646516478
1047,141873.6244589453
1050,95200.49009205218
1055,305379.22183108144
1059,399413.646516478
1061,365158.646516478
1064,450727.64651647804
1077,217053.64651647798
1081,249806.64651647798
1092,240261.22183108144
1093,191372.64651647798
1095,209189.64651647798
1099,275703.646516478
1101,281524.646516478
1103,275671.646516478
1109,247981.64651647798
1112,233873.64651647798
1113,233039.64651647798
1114,249659.64651647798
1116,249520.64651647798
1117,237612.22183108144
1119,294386.22183108144
1121,227303.22183108144
1122,224069.22183108144
1125,269665.646516478
1137,174698.64651647798
1142,207142.64651647798
1144,205025.64651647798
1145,202223.64651647798
1147,180480.64651647798
1148,174042.64651647798
1149,151427.64651647798
1150,131468.47113902814
1153,85885.646516478
1154,94253.62445894531
1159,332941.646516478
1161,159348.64651647798
1167,173485.64651647798
1171,264119.646516478
1174,188816.64651647798
1188,197449.49009205218
1189,187190.6244589453
1191,141979.6244589453
1195,156385.64651647798
1199,174995.64651647798
1201,206776.64651647798
1204,197064.49009205218
1211,144803.64651647798
1214,176580.49009205218
1219,158362.47113902814
1220,77989.54637068609
1227,202130.47113902814
1229,262410.49009205215
1231,141156.49009205218
1234,211548.47113902814
1235,138668.64651647798
1239,184870.64651647798
1240,204406.64651647798
1241,170704.64651647798
1246,128268.47113902813
1249,167380.64651647798
1250,128145.6244589453
1252,144432.64651647798
1259,148461.2797630007
1267,134641.49009205218
1269,122254.64651647798
1270,121453.49009205218
1272,122403.64651647798
1274,145993.49009205218
1276,103732.646516478
1279,149883.64651647798
1281,179757.64651647798
1286,148811.8077066719
1287,115177.64651647798
1290,78103.47113902813
1291,134613.3360416346
1297,136478.6244589453
1302,133598.5463706861
1303,39845.64651647798
1312,87472.4361874265
1315,131977.3360416346
1322,46558.31398410193
1327,97467.646516478
1331,139429.8077066719
1333,115452.80770667193
1334,123710.47113902813
1336,117734.64651647798
1341,133367.47113902814
1344,91420.80770667193
1347,107593.646516478
1348,163747.64651647798
1353,181212.2797630007
1355,135590.4361874265
1356,120160.2797630007
1357,-1.0854906717577168e+16
1361,137867.6244589453
1364,132597.64651647798
1368,97543.13860665206
1369,99476.41412989382
1371,148595.47113902814
1373,129704.02151647798
1374,127588.64651647798
1387,97101.646516478
1388,94530.54637068609
1392,135182.49009205218
1394,124069.64651647798
1406,169805.64651647798
1407,272036.646516478
1408,174782.5463706861
1409,171326.4361874265
1411,214252.47113902814
1412,87878.54637068609
1413,122085.49009205218
1414,119812.47113902813
1425,232733.64651647798
1430,213504.64651647798
1431,230549.64651647798
1435,229926.64651647798
1441,213930.64651647798
1444,217751.64651647798
1445,142546.47113902814
1446,129501.64651647798
1452,124338.64651647798
1453,122751.47113902813
1456,234096.64651647798
1457,213558.64651647798
1460,257538.64651647798
1463,235772.64651647798
1468,224303.64651647798
1471,231078.64651647798
1474,207020.64651647798
1475,194497.64651647798
1476,210618.64651647798
1478,210441.64651647798
1482,141516.64651647798
1483,159470.64651647798
1484,140292.64651647798
1485,161572.6244589453
1496,158367.47113902814
1497,149259.64651647798
1500,124658.64651647798
1506,130537.33604163461
1507,102651.54637068609
1509,114003.646516478
1510,132832.64651647798
1513,104464.4361874265
1517,140501.8077066719
1518,197712.64651647798
1523,225427.64651647798
1524,152264.63232922208
1526,149809.64651647798
1529,217809.6512822461
1531,125897.64651647798
1535,104511.646516478
1536,154004.47113902814
1538,347423.49009205215
1540,255201.64651647798
1543,131502.49009205218
1545,131373.63232922208
1546,129747.64651647798
1557,72267.33604163461
1558,107191.62445894531
1559,54836.33604163461
1563,280554.646516478
1568,170901.47113902814
1571,324995.646516478
1578,169952.64651647798
1579,225890.22183108144
1584,268573.646516478
1586,314431.646516478
1604,143107.47113902814
1606,150872.64651647798
1610,174395.47113902814
1611,128456.33604163461
1618,170919.64651647798
1623,193163.64651647798
1624,168512.64651647798
1628,167228.64651647798
1633,201515.64651647798
1645,181865.6244589453
1649,220573.64651647798
1652,157409.47113902814
1653,157356.47113902814
1656,142584.49009205218
1662,188180.64651647798
1668,114816.64651647798
1670,97849.646516478
1672,108858.86509205218
1673,119261.64651647798
1674,155840.64651647798
1677,106081.646516478
1678,132019.64651647798
1679,105953.646516478
1685,399404.22183108144
1692,425726.22183108144
1693,352516.22183108144
1696,436927.22183108144
1709,339837.646516478
1711,315391.646516478
1717,218124.22183108144
1718,206269.64651647798
1721,221255.6244589453
1722,220140.64651647798
1725,323922.22183108144
1726,231767.22183108144
1730,175012.22183108144
1731,178505.22183108144
1733,217567.22183108144
1737,208179.22183108144
1746,226674.64651647798
1747,204700.64651647798
1748,209871.64651647798
1749,219958.64651647798
1760,178158.64651647798
1761,396647.47113902814
1762,306067.646516478
1768,507535.64651647804
1769,254794.64651647798
1770,282251.646516478
1776,202530.22183108144
1781,394980.22183108144
1785,365246.22183108144
1792,229846.64651647798
1798,249473.64651647798
1812,200920.49009205218
1814,248053.64651647798
1817,148650.37099323623
1818,146391.64651647798
1822,129701.64651647798
1823,114165.646516478
1829,274574.47113902814
1838,196256.22183108144
1845,177023.64651647798
1851,188212.6244589453
1855,284642.646516478
1856,196640.64651647798
1858,204958.64651647798
1865,210055.64651647798
1866,156471.64651647798
1867,177606.64651647798
1868,238883.64651647798
1876,130371.64651647798
1878,143192.49009205218
1879,133476.64651647798
1882,150254.64651647798
1883,110260.62445894531
1887,112494.47113902813
1895,144552.47113902814
1898,156067.64651647798
1904,52846.16066418475
1908,137290.5463706861
1917,153021.64651647798
1918,116545.64651647798
1920,126235.64651647798
1922,135113.64651647798
1923,146874.64651647798
1931,176636.64651647798
1935,141054.64651647798
1936,137514.64651647798
1939,127360.86509205218
1943,120428.33604163461
1944,120420.64651647798
1946,233840.64651647798
1952,123688.4361874265
1954,109789.62445894531
1958,116173.64651647798
1964,153030.64651647798
1966,138162.64651647798
1969,116001.64651647798
1977,76821.16066418475
1980,74890.33604163461
1984,118549.47113902813
1985,83739.52431315341
1988,118470.54637068609
1989,115192.4361874265
1991,116858.64651647798
1992,110137.5511364542
1997,99773.47113902813
1999,185164.64651647798
2003,97322.54637068609
2005,124195.64651647798
2010,144873.6244589453
2012,133593.64651647798
2016,144190.49009205218
2017,135852.64651647798
2022,176869.47113902814
2023,155567.2797630007
2035,146077.8077066719
2036,224306.64651647798
2040,129893.64651647798
2042,154934.26080997667
2043,85141.33604163461
2055,146620.64651647798
2056,104318.47113902813
2059,94845.646516478
2064,123924.47113902813
2066,177726.64651647798
2070,135858.6244589453
2071,123421.64651647798
2078,235280.64651647798
2080,153449.64651647798
2085,91575.646516478
2089,142135.47113902814
2090,149503.8077066719
2092,231339.64651647798
2094,275879.49009205215
2095,232358.64651647798
2098,367828.22183108144
2099,250920.22183108144
2103,251141.22183108144
2120,146103.64651647798
2122,169751.64651647798
2123,182119.64651647798
2134,186396.64651647798
2135,119666.64651647798
2136,130790.64651647798
2143,164029.5463706861
2145,260461.64651647798
2146,220881.64651647798
2148,185810.64651647798
2155,277505.646516478
2156,245586.64651647798
2157,141897.64651647798
2159,212339.64651647798
2161,191204.22183108144
2164,195542.64651647798
2165,188461.22183108144
2169,121763.64651647798
2171,90688.80770667193
2180,153286.64651647798
2182,526153.2218310814
2184,131047.64651647798
2185,52717.33604163461
2188,71009.54637068609
2191,98455.49009205218
2192,85596.47113902813
2196,180301.5463706861
2198,90041.37099323623
2204,168614.49009205218
2210,149881.64651647798
2213,161122.64651647798
2215,271111.646516478
2219,252767.64651647798
2221,251816.64651647798
2224,199685.64651647798
2228,178752.64651647798
2232,115636.33604163461
2239,115691.47113902813
2246,278641.22183108144
2247,273059.646516478
2249,195082.47113902814
2251,198185.64651647798
2254,135843.64651647798
2256,217806.64651647798
2259,255271.49009205218
2263,263052.22183108144
2266,206692.64651647798
2271,209276.64651647798
2274,244104.64651647798
2275,315562.22183108144
2280,153670.64651647798
2281,161261.64651647798
2291,72650.4680345195
2292,163137.64651647798
2295,206769.6512822461
2297,118723.38994626027
2299,96582.52431315341
2302,145675.64651647798
2303,141696.47113902814
2304,126951.34893570354
2308,186587.64651647798
2312,212570.64651647798
2314,168492.64651647798
2315,179441.64651647798
2316,189700.64651647798
2320,225235.64651647798
2321,289100.22183108144
2322,237872.22183108144
2325,163476.64651647798
2336,383391.22183108144
2340,285143.646516478
2341,309544.22183108144
2342,405765.646516478
2345,225197.64651647798
2346,191801.64651647798
2347,158369.64651647798
2354,261543.22183108146
2357,216539.49009205218
2359,155242.49009205218
2360,147296.64651647798
2361,93223.62445894531
2362,93415.54637068609
2366,101912.646516478
2367,91389.646516478
2370,116040.64651647798
2373,86826.646516478
2376,116653.49009205218
2378,141999.64651647798
2382,253973.64651647798
2387,330710.22183108144
2392,411919.22183108144
2395,368770.22183108144
2396,371437.646516478
2397,322737.22183108144
2399,394077.646516478
2401,427788.22183108144
2402,304917.646516478
2407,212869.22183108144
2411,187221.22183108144
2414,224468.22183108144
2418,267822.22183108144
2419,192555.22183108144
2424,173303.64651647798
2427,205807.22183108144
2430,234600.22183108144
2439,205190.64651647798
2441,241384.22183108144
2442,227808.64651647798
2446,464561.64651647804
2447,382231.646516478
2452,322302.49009205215
2457,339056.22183108144
2458,296742.22183108144
2462,354023.22183108144
2465,203242.22183108144
2467,200497.22183108144
2473,164091.12168528954
2478,190165.49009205218
2479,181758.64651647798
2482,148208.64651647798
2485,130735.47113902813
2488,135588.64651647798
2494,130036.47113902813
2500,246269.64651647798
2509,149955.64651647798
2512,187267.64651647798
2514,142107.64651647798
2515,205651.49009205218
2516,215440.64651647798
2518,178833.64651647798
2519,216432.64651647798
2520,207376.64651647798
2527,182518.64651647798
2532,129895.64651647798
2538,123604.64651647798
2539,140098.64651647798
2543,116074.64651647798
2551,152118.47113902814
2554,133382.49009205218
2555,130969.47113902813
2557,101920.646516478
2561,131935.64651647798
2563,149509.47113902814
2564,132852.47113902814
2570,96879.49009205218
2571,206944.49009205218
2576,142936.64651647798
2582,142980.64651647798
2584,148475.64651647798
2587,118751.49009205218
2589,140155.47113902814
2591,208425.6244589453
2597,113595.47113902813
2602,166904.64651647798
2605,128282.31398410191
2610,192046.49009205218
2611,123223.64651647798
2614,140862.64651647798
2616,185325.64651647798
2617,164558.64651647798
2620,146740.64651647798
2623,111683.646516478
2631,133886.64651647798
2638,140144.64651647798
2639,104102.33604163461
2645,117133.80770667191
2647,72515.4361874265
2648,128759.16066418475
2650,121730.64651647798
2652,124038.64651647798
2656,131798.64651647798
2658,126364.54637068609
2661,188794.8077066719
2665,179000.4361874265
2673,163930.49009205218
2678,101703.52431315341
2679,118489.47113902813
2680,75826.33604163461
2685,92743.646516478
2695,136542.47113902814
2698,104078.41412989382
2700,142666.64651647798
2706,125459.64651647798
2708,151642.47113902814
2709,160077.64651647798
2711,122163.49009205218
2718,148031.64651647798
2719,138781.64651647798
2721,161088.49009205218
2725,175628.64651647798
2726,216930.64651647798
2732,247662.64651647798
2733,124214.64651647798
2739,175730.47113902814
2747,176720.64651647798
2751,210342.22183108144
2754,199086.22183108144
2755,234814.22183108144
2756,203075.22183108144
2758,230098.22183108144
2763,198957.64651647798
2764,246179.64651647798
2765,180964.4361874265
2766,189518.64651647798
2768,152899.6244589453
2781,207620.64651647798
2784,181248.64651647798
2785,139241.64651647798
2786,117616.64651647798
2796,228164.64651647798
2797,277457.646516478
2801,244875.64651647798
2805,240369.22183108144
2806,202083.64651647798
2812,190363.64651647798
2817,91911.646516478
2822,119657.64651647798
2825,232569.6244589453
2828,136441.22183108144
2831,128444.64651647798
2843,140298.5463706861
2845,69286.33604163461
2847,148949.64651647798
2855,179871.64651647798
2856,136524.64651647798
2859,133359.63232922208
2865,214544.64651647798
2867,195559.47113902814
2869,197640.64651647798
2870,231600.64651647798
2874,165310.47113902814
2876,72317.26080997665
2889,137601.64651647798
2892,316039.646516478
2895,234951.64651647798
2898,218849.49009205218
2901,308128.22183108144
2902,329221.22183108144
2908,145418.5463706861
2909,107476.646516478
2916,159479.64651647798
2917,133441.5463706861
2919,74918.38994626027
2921,68389.646516478
2922,190149.64651647798
2925,183714.64651647798
2928,129613.37099323623
